"userAddress","nftOwned"
"0xcCeEfB5b8e1d8E56dff4575Fc7fAC96fbc3f2Af4","minted"
"0x1c27900fce5B1fbe7Ef9A413D5B554aeA9d37AB4","minted"
"0x52282b26f498b4A8543E4484B56d02c1dC349B47","minted"
"0xeB91CC6928987E4e79762A3163e784071Fc94696","minted"
"0xa305933436f1a12c7ec58411D33663ddB1335599","minted"
"0x5fD314DBD68a194BbD91F506B946620864f752EA","minted"
"0xF183277f1308778B120438FDd28c7B9186578A02","minted"
"0x4E6B2eBb265a00dF82a7c1029c3DEd862a094094","minted"
"0x44733E8B7dE52aA8822af32eab0d9494257A4457","minted"
"0xa355431E6be5C1115CA0D94D68254761c4864154","minted"
"0x6e4F2d20e74A69AEd90810aB63C323C9Eaf2cF80","minted"
"0xC91dDe0f95B9FbD2A0618963361bE188531f4289","minted"
"0xDC4AE4e8Fe1C682c4c13c3801a44015fD2bed020","minted"
"0x77edB556DE3BEa34A86AF10aDc73412aaCbabe60","minted"
"0xC8FBe2944f196017827fD1B6E146622F39077E4F","minted"
"0x7EC7bEAABddCC8C312484778683897038085F311","minted"
"0xaC67880b02B413065fE70FC33b568684793E13cC","minted"
"0x0Ae8697c996bBC7006f55b70C9554A9ccE4Ce7Ec","minted"
"0xDdA2931A1e9AAACD3045149E37011948F05C040B","minted"
"0xCAAB6C4BEa89E41Bbe46fEDc9fCD085dfEb686Db","minted"
"0x0e44bE726b21565D3412AaB0de1f6BA669cB2504","minted"
"0x4a7749Dfbe8F6a877BB8d3ca5827626A6790E5E6","not_minted"
"0xadf1D7595a627Dd8B52971cAd65597DeE2fe50b0","minted"
"0x1b2D134Fc716561Afbf8ccEF56568D18c28A34aA","minted"
"0x26C89ea5dDF4F33e3d79d783895909A1f820AD1a","minted"
"0x28f6f20234343650583DE155dF4cEFB44E8fC0Fa","minted"
"0xdD9C82A6ac586f340332d6dCb5c38C3b937ff9a4","minted"
"0xC1a9764417dfCDB2cb520826aB2aEdF03937a4db","minted"
"0x016e8DfF2af2A0d5c65542217A32bC9aAe76C8DB","minted"
"0x040d89b1a6772C398B9836Bd0F640aF961bc4fec","minted"
"0x89e4724d22Ba3C594074072601c25e78A64c1385","minted"
"0x64D4b2122F3bCD68D11B58c32F490A955288aec8","minted"
"0xC9381c7AaB91a9F512544183bE5ff439048Bc2a9","not_minted"
"0xc6A707017B8e7A252B2eaE13d8018840413F254C","minted"
"0x02C637AD991bDE42800e63B53A8d97388Bc86562","minted"
"0x1b00EA832DDCDfaF5cBefA73dC06Af9f5e4416d1","minted"
"0x8151A8cB34bF414D9A0F0a27E5CDfa2e68FD60ba","minted"
"0xAB925000bc780b05D2Ba4094BBEC3B33062B9891","minted"
"0x95c88DCA06478A3C6799DF93ac546eb28C3cf20B","minted"
"0xc53CEEC6a341F03120fedE34711F5069D18F14ef","minted"
"0x1538525545BC29EEe36A9B637D3143Fa9B111A11","minted"
"0x8d6E8BAb7CE3de6580C7CD590bF19CAf183FF8CE","minted"
"0x08B56Fc2B473D607ecc7a743cA531283cC735a09","minted"
"0xdfAacFF414EF02EFb24573bC9D181dBA38C85ea3","minted"
"0x6409FecEA41dFAc822Ca467A54d4fdcc9dde78e7","minted"
"0xEB86Ff0231f9df9EFf8bd632f8Afa0F7Fd884759","minted"
"0x4dB543a84727dC7011d755c1223fbfE29cee788D","minted"
"0x1439EeE659B714B87De101F0DFE22D2D1dA2f2dB","minted"
"0x4ca6d8f71fec1fA9690137cb7daCebA03a397D41","minted"
"0x6bB38C873cffE8DB3B00aD85D8E91e12E6e07212","minted"
"0xF9AcdC87a1E04c1Ea6b80345F2C3c13a1912F3F1","minted"
"0x3286fE59889B23d24d338C9A648a0b66C8Bafe9f","minted"
"0xA40AA4FB74744A8B7479cAE55F1eD97f82884820","minted"
"0x96437141fd19BA767F037E8dBBaCd2BAD7a08bAB","minted"
"0x4712A38c1A08935467f4cFa4df7A3e33c29a3b6D","minted"
"0x6D4975d3891e3695003FdE29407CDd928587D9ed","minted"
"0x643294eF61fbB72A979E3Da07A701EfFDA80935a","not_minted"
"0xBbe4261f3bB6294a5Bd84782Cd13a5DF91a84abC","minted"
"0xD31A6982146C4b6935DB450967380C282bd19172","minted"
"0x3B7C640bE523Bd25F4840CB9a12F515b779A6d73","minted"
"0xd97326a35130D5e8c8480b6B1E509dDdBD752e9d","not_minted"
"0x5EBc2Fa9b87BfC0a20c7216c4226D7F040ead30c","minted"
"0x7B1CAa56A9D751ebAb4A770A0757F85299D5B49F","minted"
"0xfc8B710b439D5735ff50f9915598C88f00714371","minted"
"0xD695812ec8CAbB727558450D6978E0F8D45e9132","minted"
"0xd946A8e09D5443CFa783DcD9Ef888e5e02d6Efe9","minted"
"0x4e3f541e3f7F28E85119CC12c4E7Bb5D38dfA686","minted"
"0xfB21F08e2aAdDab774087BF047F1b1FB5C5AcB5C","minted"
"0x9E1aB1f49F96d1FB3E7167e2050aDDFfd735E2B6","minted"
"0x6D82C3A89dA852F369836a0f850b7E2488c78cf3","minted"
"0x94A030C9905e936ABF8dD00b40DA9960b685A7Ff","minted"
"0x5C87d389B7727287866f7498fAd7b83F57ae8B7e","minted"
"0x54FF3C403AcaB8430779324078B6f878438bc28D","minted"
"0x919789E9c555CF0bf4C3D2a51d8A3Ebc5240d34d","not_minted"
"0x095E2C0ed07fd44a6EE4f44BEe8ddD865D061764","minted"
"0x7998Eecd697375e6e1949F4503d1a642D58A883F","minted"
"0xDD26AEce6F2b83D0a497aD8B4e6165c260Bbc2DC","not_minted"
"0x5e4BE30AEccb0c4F9811Eb3876D0271ea826eB67","minted"
"0xEb675B3A8bD78da5200F7F212197f9d7b2e12449","not_minted"
"0x5c0EA0B794FBA7A6dE8FA24c88283850D92C8B67","not_minted"
"0xB3d10F7f156ED62ce102EaC77f80915Ef3f437B3","minted"
"0x8d5303c65Fff7cCD777a05b5644B0E7b68cfD065","minted"
"0x73C41a553351f63D3dC4897802641516a63c43A7","minted"
"0x57da94C12dBA987e669B03edD1c1c6c81fcb1119","minted"
"0xcf48e0795f69dABEee2c561a524705F03d484a91","minted"
"0x2A0a694A9298eE5cab2B3d70DbaDf9C7c894b547","minted"
"0xE1cB90D2694493217e8F601a7D860a10EbfA5aAd","minted"
"0x71E9689892263FB36a75052bc9e571636C45B28C","minted"
"0x5565eB8e70E5DeFebA79323f11067900B4EBe237","minted"
"0x82a4414f930E46de36cf62209EbB92c7138D50E5","minted"
"0xa667804Fc29F398F15bD3d5e8581ef872F49bb92","minted"
"0x5f691731744b8E6D45B446AAe7c70a79f33d1598","minted"
"0x04e1FcEcE6d4E2bA003C51a87ED9Fa87C3AF3869","minted"
"0x90C2438fffF4a464C8e3077F533EE0664d8b5Cf2","minted"
"0x1acAc795ad29e57a7a094Cee7886d0417bc9299d","minted"
"0xCbf11618C4b01D2ED0Ba8eE82228399857378d16","minted"
"0xfF48b57375a816c7ac84AbB5F511DC1723b7615E","minted"
"0xA3ADf2D876a3AB2F01c90118FB9e2b208a607e6e","minted"
"0xCF85FBb4934f2A9ff4061154A482eA5e715D8F23","minted"
"0xF7494440cc9b0A1165e30357a814e5EFd4F0ad3F","minted"
"0x344BB920ba88e4c682cd8db235B0664Db3867491","minted"
"0xb9ff2cbd32fBDc66859692294F5A9Fbec813d27B","not_minted"
"0x49b712A5D9D05f15FF7fD137A5e130336E7d21DA","minted"
"0x1789b4558a6BE51701A03137eB995d794cD5C32c","minted"
"0xA442ABceA819996b92BB28a99f83741D20ea0072","minted"
"0x291209581D2971C04CF4C68CC3a51e94B8540e83","minted"
"0xaFA0b6971Cb1aE2Ce157869D795ed83462cd2d95","minted"
"0xD2bb06cf48F0789a3432EaE4aC74735966aA61f0","minted"
"0xf766FF69Af88563f6fe00154a90274459B2A26c7","minted"
"0x54F279F674053feecade642F0f55F21872Cf37BB","minted"
"0xCeE2FF75F871b8Fae2A6A544C7703a3224049E49","minted"
"0x9807dB4961cc879d998F5901d3332Fb42021cf67","minted"
"0xA8bAecffEEb475275c5820BE9f94F8EfE3069F22","minted"
"0x508fB79f3e098b011c0819bEa4D6382C38D09908","minted"
"0xE5777C61BD347ABfcaA143927DB072a4E4A1a7D5","minted"
"0x101920AEE4FEE97e3d198fC531B2f4DD811676d6","minted"
"0x383c75BBb33a3Bc227e841C745591e18dF824d9E","minted"
"0x4d77844AF10504bCe83f6765Fee78937Ce462AE5","minted"
"0xA34B8D940eb42c0A725f1A51D3103B5231099eb3","minted"
"0xf6c0c0d2E00a6c0840De1D5e55Ab4baaF7192A10","minted"
"0xD8877bf1A5Ead663550768f0A252B43FC6eD7bcf","minted"
"0x070af5F01338B52De6899600FC62Bd316b98b046","minted"
"0xDb526153Aed3c5177f99E80D57fD5046D59922cC","not_minted"
"0x657f27b265daBF7EEBA40E745b9444e24A0B55Fe","minted"
"0x4adD5158C3451ecD7B4500e891d2a574E45a115A","not_minted"
"0x4B2966593051Cd485106B157E4b97FfFAC41be8D","minted"
"0x87E226fefF949A36F66C2a1E6445A6E7d0778269","minted"
"0xD8118C7210260BEF2567c8bc65fD71D4B9872dEb","minted"
"0x03e59B2E231C931Fd1aae01dD82f5EDe47EaFB17","minted"
"0xd1B29f495Df3F3206C6E32C92aE3aa33f85F7349","minted"
"0x98CF2824A86cfA4EE22B72974c7635008F39e818","minted"
"0x7c5dAfDF397A1D70AC88130adcE8FEcFA1453d95","minted"
"0x6C0320031ab49C057a17fd6514422907674B31E4","minted"
"0xB291247E65C80E5711b5724938E719D08Ceb4d95","minted"
"0xEbE56d53f6d206228AA1762F3EFaFc5e74ac3AA4","minted"
"0xF9Ae2B884f9C275B65F8c1236FD07bB500d93cEd","minted"
"0xBA389bC7482d6B7e6480Ba37D6A0314375E7dD78","minted"
"0x2A6A36C542bFEa67F763D891b7757100ebd22CbB","minted"
"0x508Af58bBeCa4a5cb92b9880C629A52e8b65e937","minted"
"0x00FFFad2754F66463eb3F490B4eac3586c143914","minted"
"0xC3EfEC1Be8D1d60Da22E835AFAa89844b4CE89A5","minted"
"0xb7b14140ec4E642eb44680d7A7ceeB44f034AFD3","minted"
"0xCCde39e89Df23daBAA261b83397A5445Fd72461a","minted"
"0xd8fA1de1C720a9EF81fe8aD730D0C943592faCC6","minted"
"0xaa2e7d451Ce073cDb76004E7591205a72786B841","minted"
"0xc020f9111C62925de5b489f3649741c27b6dB0B2","minted"
"0x217681391417Df2D067285D53148Dc20bd132195","minted"
"0x672da68a15EF7FCDBe20F231DBddbAa0F1f28b1C","minted"
"0x23c2B21D073AB93b7F30588B68D7BE667eCA2E83","minted"
"0x72c1401d282473CF44DA4d3ff7183AB89824F8E3","minted"
"0x0C69e98AA51b94585B7c2538B5652c5D4B984dC1","minted"
"0xCf4aE37e7Fae7eA4C9f9BFAdC1b296754e52417e","not_minted"
"0x4f9ab84c737820f247db810eb1411d974A5868d5","minted"
"0xEf4cE733BEBEe4e417b74e656757aD8D3f206EEB","minted"
"0x3ad4655a23f63bb12F2A55f21ed246aE014AB5d6","minted"
"0xb200e06bBFaf1a75ED697E42EfB2C2a7b2e7c9eD","minted"
"0x48F97E6b7c9f779Da8D9b88433618707c5648781","minted"
"0xa392F35BDb9E78Dbe900055Fe88D8430468143D9","minted"
"0x20C9f5AB0Fc5e4A8C4b38B99e00B3013a1445129","minted"
"0x187a266c7Bac90f216E576A47B03137Bf0F94436","minted"
"0xcC3F31818c8d4557252474Da9A8A81127ADDa9C4","minted"
"0xA12439896Ec29Ef4A09E0b27CE0B85C51068EF19","minted"
"0x8b88E0F6C2C8D2D23fe60e27FDe3134a8d6fDa00","minted"
"0x7b8274e9B2428FEEe7B5a8e9c53c26F6250F4DCf","minted"
"0x403D2A97B154b89BcC85e9717f88946C13Ff1576","minted"
"0xC13CFc498cD74c72180230FcC7d60ab247380004","minted"
"0x6Dc3237908467F123543E198992Cc4A601ce21f0","minted"
"0xCB3adD4cdA20AB697498Bce7c6FcAcC9734a52EB","minted"
"0x71A974f7988d812e909972388404FbBaEd4611e9","minted"
"0xdBd3D974E0e0b31513c77a956b8d13756b686868","minted"
"0x508703228FEd40169C55b965F77e269Fc7391f32","minted"
"0x4B177bb538095591B6b03b223879552ffe95bCC9","minted"
"0x512b7964EF2fD156d261c213c237d60246501462","minted"
"0xed63b04aa933C4220569ab8532297710C225A6F5","minted"
"0xbB5050f96Ef7cF83cE4d76250383a8E8ec4c2D69","minted"
